Age,Gender,Daily_Usage_Hours,Addiction_Level,Tracked_Hours,Untracked_Hours,Leisure_Hours,Leisure_Ratio,Education_Ratio,Social_vs_Gaming,Weekend_Escalation,Weekend_Ratio,Minutes_Per_Check,Checks_Per_App,Hours_Per_App,Sleep_Deficit,Screen_To_Sleep_Ratio,Bedtime_Screen_Share,Offline_Activity,Online_To_Offline_Ratio,Family_To_Screen_Ratio,Anxiety_Level_z,Depression_Level_z,Self_Esteem_z,Distress_Index,Academic_Per_Usage,Unsupervised_Usage,Grade_Num
16,1,5.5,8.4,3.5,2.0,2.2,0.4,0.23636363636363636,-0.4,-1.6,0.7090909090909091,7.5,3.142857142857143,0.39285714285714285,3.0999999999999996,0.9322033898305084,0.12727272727272726,6.2,0.8870967741935484,0.5454545454545454,-1.5878628377668371,0.536178267850617,-0.8900916211405011,0.36424933618239097,14.181818181818182,5.5,11
19,1,6.2,10.0,4.7,1.5,3.7,0.5967741935483871,0.16129032258064516,0.5,0.39999999999999947,1.064516129032258,3.234782608695652,11.5,0.62,4.5,1.3777777777777778,0.1774193548387097,4.3,1.4418604651162792,1.129032258064516,-0.2041043734820117,0.536178267850617,-1.5892079618713568,1.7552449090556594,10.483870967741936,6.2,11
19,1,4.9,10.0,8.4,-3.5,7.5,1.530612244897959,0.18367346938775508,-0.5,2.0999999999999996,1.4285714285714284,2.5128205128205128,23.4,0.9800000000000001,0.0,0.5268817204301075,0.06122448979591836,5.040666666666667,0.9720936384076181,0.6122448979591836,0.487774858660401,-0.508550983211421,-1.5892079618713568,1.578819899595847,10.204081632653061,4.9,8
17,0,6.6,10.0,5.300000000000001,1.299999999999999,3.7,0.5606060606060607,0.24242424242424246,0.30000000000000004,2.5999999999999996,1.3939393939393938,2.693877551020408,10.5,0.4714285714285714,0.9000000000000004,0.8148148148148148,0.2272727272727273,8.0,0.825,1.2121212121212122,0.14183524258919467,-1.553280234273459,-0.8900916211405011,0.1843691252983689,11.666666666666668,0.0,10
19,2,8.6,10.0,2.7,5.8999999999999995,2.0,0.23255813953488372,0.0813953488372093,-1.6,-2.0,0.7674418604651163,7.166666666666667,4.8,0.5733333333333334,3.8,1.6538461538461537,0.15116279069767444,6.197666666666667,1.3876189963964933,1.0465116279069768,0.14183524258919467,-0.508550983211421,0.8576992306866383,-1.0410571009977514,7.325581395348838,8.6,11
15,2,4.1,7.7,3.7,0.39999999999999947,3.2,0.7804878048780489,0.12195121951219513,1.2000000000000002,5.200000000000001,2.2682926829268295,7.687499999999999,3.2,0.41,4.5,0.911111111111111,0.14634146341463417,8.8,0.46590909090909083,2.1951219512195124,1.52559370687402,-1.553280234273459,0.8576992306866383,-0.8715424943863579,14.390243902439027,4.1,12
19,1,4.2,10.0,5.700000000000001,-1.5000000000000009,4.800000000000001,1.142857142857143,0.21428571428571427,0.3999999999999999,2.7,1.6428571428571428,2.52,6.666666666666667,0.28,2.0999999999999996,0.6086956521739131,0.23809523809523808,9.7,0.43298969072164956,0.9523809523809523,-0.2041043734820117,-1.553280234273459,1.2072574010520662,-2.0859497049298015,20.476190476190474,0.0,10
19,1,8.0,10.0,7.199999999999999,0.8000000000000007,4.6,0.575,0.325,1.9999999999999998,-2.8,0.65,18.46153846153846,1.625,0.5,3.5,1.4545454545454546,0.125,9.2,0.8695652173913044,0.75,-1.5878628377668371,0.8844213515379629,-0.19097528040964534,-0.16074546270479179,10.875,8.0,10
16,1,3.3,10.0,4.916333333333334,-1.6163333333333343,3.9000000000000004,1.1818181818181819,0.30797979797979796,-2.5,1.7999999999999998,1.5454545454545454,1.4042553191489362,10.071428571428571,0.2357142857142857,3.7,0.6226415094339622,0.09090909090909091,5.040666666666667,0.654675307499008,1.5151515151515151,0.487774858660401,-1.553280234273459,0.1585828899557825,-0.6913355777623116,15.151515151515152,3.3,9
16,1,4.7,9.6,3.3,1.4000000000000004,2.1,0.44680851063829785,0.2553191489361702,-0.10000000000000009,-4.4,0.06382978723404255,2.292682926829268,6.833333333333333,0.2611111111111111,2.4000000000000004,0.7121212121212122,0.1276595744680851,7.5,0.6266666666666667,0.425531914893617,1.52559370687402,-0.508550983211421,0.5081410603212104,0.0003803015100890539,12.553191489361701,0.0,12
15,1,3.9,8.4,4.2,-0.30000000000000027,2.7,0.6923076923076924,0.38461538461538464,-0.30000000000000004,-1.6999999999999997,0.5641025641025642,1.7333333333333334,12.272727272727273,0.35454545454545455,2.7,0.6190476190476191,0.23076923076923078,10.3,0.37864077669902907,1.794871794871795,0.14183524258919467,0.536178267850617,0.8576992306866383,-0.5186924754667326,16.410256410256412,0.0,8
13,0,4.4,4.6,3.4415999999999998,0.9584000000000006,2.4252666666666665,0.5511969696969696,0.23098484848484846,-0.6252666666666663,2.5,1.5681818181818181,4.0,9.428571428571429,0.6285714285714287,2.2,0.6470588235294118,0.3863636363636363,9.4,0.46808510638297873,0.22727272727272727,-1.2419232216956309,-1.553280234273459,1.556815571417494,-2.954417299402039,14.09090909090909,4.4,8
13,1,8.3,10.0,5.325266666666666,2.974733333333335,3.825266666666666,0.460875502008032,0.18072289156626503,0.7747333333333335,-5.4,0.34939759036144574,3.458333333333334,28.8,1.6600000000000001,2.8,1.338709677419355,0.1566265060240964,10.3,0.8058252427184466,0.12048192771084336,-0.2041043734820117,0.18793518416327093,0.8576992306866383,-0.8657838253460087,7.831325301204819,0.0,9
16,2,7.4,10.0,3.0,4.4,2.3,0.31081081081081074,0.09459459459459459,0.9000000000000001,-2.8000000000000007,0.6216216216216215,3.7948717948717947,7.3125,0.4625,2.0999999999999996,1.0724637681159421,0.21621621621621623,6.797666666666667,1.0886088363654194,1.081081081081081,0.14183524258919467,0.18793518416327093,0.8576992306866383,-0.6928140173104056,9.054054054054054,7.4,9
16,0,1.7,7.0,4.016333333333334,-2.3163333333333336,3.0,1.7647058823529411,0.597843137254902,1.7999999999999998,4.5,3.647058823529412,0.9532710280373832,5.944444444444445,0.09444444444444444,2.2,0.25,0.4117647058823529,9.8,0.173469387755102,3.5294117647058822,-0.2041043734820117,1.2326644352253089,-1.5892079618713568,2.1034879927430055,40.0,0.0,12
13,2,6.2,10.0,6.1,0.10000000000000053,5.199999999999999,0.8387096774193546,0.14516129032258066,2.4,0.0,1.0,2.6382978723404253,28.2,1.24,0.6999999999999993,0.7469879518072289,0.1774193548387097,1.4,4.428571428571429,1.2903225806451613,0.487774858660401,-1.205037150586113,-0.5405334507750732,0.18190230481221714,12.419354838709678,6.2,8
19,2,5.2,10.0,5.3,-0.09999999999999964,4.7,0.9038461538461539,0.11538461538461538,1.3,0.8999999999999995,1.173076923076923,2.6218487394957983,7.4375,0.325,1.7999999999999998,0.7222222222222222,0.1346153846153846,5.1,1.019607843137255,0.5769230769230769,-0.5500439895532181,1.580907518912655,-0.8900916211405011,1.4055233858202194,18.46153846153846,5.2,12
15,2,3.3,7.9,3.1163333333333334,0.18366666666666642,2.1,0.6363636363636365,0.30797979797979796,0.10000000000000009,7.1000000000000005,3.151515151515152,2.5714285714285716,4.277777777777778,0.18333333333333332,3.7,0.6226415094339622,0.09090909090909091,8.040666666666667,0.41041373020479227,2.7272727272727275,1.1796540908028137,0.18793518416327093,1.2072574010520662,-0.5234627635690239,26.969696969696972,3.3,11
13,1,6.9,10.0,5.6000000000000005,1.2999999999999998,4.9,0.7101449275362319,0.10144927536231883,1.1,-2.8000000000000007,0.5942028985507245,2.9571428571428573,10.76923076923077,0.5307692307692308,2.8,1.1129032258064517,0.043478260869565216,5.1,1.3529411764705883,1.3043478260869565,-0.8959836056244244,-1.205037150586113,0.5081410603212104,-1.5586514384264791,12.89855072463768,0.0,11
13,1,6.6,10.0,3.9,2.6999999999999997,3.5,0.5303030303030303,0.060606060606060615,0.7000000000000002,-0.39999999999999947,0.9393939393939394,7.071428571428571,2.8,0.32999999999999996,4.0,1.3199999999999998,0.30303030303030304,10.1,0.6534653465346535,1.3636363636363638,1.52559370687402,0.536178267850617,1.556815571417494,-0.5259295840551756,13.333333333333334,6.6,9
18,0,1.0,4.7,6.625266666666667,-5.625266666666667,4.625266666666667,4.625266666666667,2.0,1.5747333333333338,4.8,5.8,2.4,1.5625,0.0625,2.8,0.16129032258064516,0.4,6.4,0.15625,4.0,0.14183524258919467,-0.856794066898767,1.556815571417494,-1.9142949835722802,60.0,1.0,8
17,1,6.7,10.0,5.3,1.4000000000000004,3.5999999999999996,0.5373134328358208,0.2537313432835821,1.9999999999999998,3.2,1.4776119402985075,3.116279069767442,21.5,1.1166666666666667,4.3,1.425531914893617,0.11940298507462686,4.3,1.558139534883721,1.044776119402985,1.52559370687402,-1.553280234273459,-0.8900916211405011,0.8762483574407816,10.0,6.7,8
19,2,7.1,10.0,6.216333333333333,0.8836666666666666,5.199999999999999,0.732394366197183,0.1431455399061033,0.3999999999999999,-1.7999999999999998,0.7464788732394366,3.5798319327731094,7.4375,0.44375,1.9000000000000004,1.0,0.36619718309859156,2.4,2.9583333333333335,0.5633802816901409,-1.5878628377668371,-1.553280234273459,-0.5405334507750732,-1.0300380852450748,9.43661971830986,7.1,11
18,1,4.7,9.2,5.416333333333334,-0.7163333333333339,4.4,0.9361702127659575,0.21624113475177303,2.4,0.0,1.0,2.369747899159664,23.8,0.9400000000000001,2.5,0.7230769230769231,0.2765957446808511,7.5,0.6266666666666667,2.127659574468085,1.52559370687402,-0.856794066898767,-1.5892079618713568,1.9236077818589834,14.680851063829786,4.7,7
14,1,8.1,10.0,5.5,2.5999999999999996,3.6,0.4444444444444445,0.2345679012345679,-0.8000000000000003,-2.0999999999999996,0.7407407407407408,4.05,9.23076923076923,0.6230769230769231,1.7999999999999998,1.125,0.037037037037037035,7.4,1.0945945945945945,1.1111111111111112,0.8337144747316073,0.536178267850617,0.8576992306866383,-0.1727528593955262,11.234567901234568,0.0,11
14,1,4.3,10.0,4.699999999999999,-0.39999999999999947,3.3,0.7674418604651163,0.3255813953488372,0.5,-1.1999999999999997,0.7209302325581396,2.4571428571428573,6.176470588235294,0.2529411764705882,3.0999999999999996,0.7288135593220338,0.5116279069767442,6.5,0.6615384615384615,0.23255813953488372,-0.2041043734820117,-1.553280234273459,0.8576992306866383,-1.7363915345643737,17.441860465116278,0.0,9
17,1,3.9,9.5,6.9,-3.0000000000000004,5.9,1.512820512820513,0.25641025641025644,2.6999999999999997,1.0000000000000004,1.2564102564102566,3.5454545454545454,5.076923076923077,0.3,0.5999999999999996,0.46428571428571425,0.3076923076923077,3.5,1.1142857142857143,1.5384615384615385,-1.5878628377668371,0.536178267850617,0.8576992306866383,-1.3835415156447484,24.871794871794872,3.9,11
13,2,9.0,10.0,5.616333333333333,3.3836666666666666,4.6,0.5111111111111111,0.11292592592592593,1.6,-2.0999999999999996,0.7666666666666667,4.251968503937008,7.470588235294118,0.5294117647058824,1.7000000000000002,1.2328767123287672,0.08888888888888889,7.1,1.267605633802817,0.1111111111111111,-1.5878628377668371,-1.553280234273459,0.5081410603212104,-2.0787125963413584,8.777777777777779,0.0,9
15,2,4.5,9.5,6.199999999999999,-1.6999999999999993,3.8,0.8444444444444444,0.5333333333333333,1.4000000000000001,1.5,1.3333333333333333,3.253012048192771,4.882352941176471,0.2647058823529412,1.2000000000000002,0.576923076923077,0.2888888888888889,6.0,0.75,1.7777777777777777,0.487774858660401,0.536178267850617,-1.239649791505929,1.751626354761438,20.666666666666668,0.0,8
14,2,4.4,10.0,6.9,-2.5,6.300000000000001,1.4318181818181819,0.13636363636363635,3.5000000000000004,1.6999999999999993,1.3863636363636362,2.046511627906977,8.0625,0.275,4.9,1.0731707317073174,0.18181818181818182,10.7,0.4112149532710281,2.2727272727272725,0.487774858660401,0.536178267850617,-1.5892079618713568,2.101184525126866,12.727272727272727,0.0,11
19,2,5.9,8.3,5.2,0.7000000000000002,4.5,0.7627118644067796,0.11864406779661016,1.5,0.5999999999999996,1.1016949152542372,7.375,8.0,0.9833333333333334,0.5,0.6941176470588236,0.2542372881355932,3.0406666666666666,1.9403639552729666,0.3389830508474576,-0.5500439895532181,1.580907518912655,1.2072574010520662,-0.6918256363723478,14.745762711864407,5.9,12
17,2,3.3,9.4,3.1,0.19999999999999973,2.9,0.8787878787878788,0.060606060606060615,0.8999999999999999,1.7999999999999998,1.5454545454545454,1.4042553191489362,8.294117647058824,0.1941176470588235,2.9000000000000004,0.5409836065573771,0.36363636363636365,5.6,0.5892857142857143,2.4242424242424243,-1.2419232216956309,1.2326644352253089,1.2072574010520662,-1.2118867942872273,23.636363636363637,0.0,10
15,0,2.9,8.1,4.9,-2.0000000000000004,3.6,1.2413793103448276,0.4482758620689655,0.3999999999999999,1.6999999999999997,1.586206896551724,1.4871794871794872,11.7,0.29,3.5,0.5272727272727272,0.3103448275862069,2.1,1.380952380952381,2.413793103448276,1.1796540908028137,-1.205037150586113,-1.5892079618713568,1.5765164319797071,24.482758620689655,0.0,12
17,1,3.4,9.4,5.4,-2.0000000000000004,4.7,1.3823529411764708,0.20588235294117646,1.3,4.199999999999999,2.235294117647059,1.6585365853658536,20.5,0.5666666666666667,4.3,0.7234042553191489,0.17647058823529413,10.9,0.3119266055045871,1.4705882352941178,0.8337144747316073,-0.508550983211421,-0.19097528040964534,0.3535570261697385,23.235294117647058,3.4,11
17,0,6.3,10.0,7.1,-0.7999999999999998,5.2,0.8253968253968255,0.30158730158730157,2.2,-3.1999999999999997,0.4920634920634921,3.4363636363636365,13.75,0.7875,1.5999999999999996,0.8513513513513513,0.2222222222222222,9.6,0.65625,0.15873015873015872,-0.5500439895532181,-0.508550983211421,1.556815571417494,-2.0861130577998135,12.222222222222223,6.3,7
19,1,3.7,6.0,3.9,-0.19999999999999973,3.0,0.8108108108108107,0.24324324324324323,-1.2000000000000002,-1.7000000000000002,0.5405405405405405,2.4130434782608696,13.142857142857142,0.5285714285714286,1.0999999999999996,0.46835443037974683,0.08108108108108107,9.7,0.3814432989690722,1.8918918918918919,0.8337144747316073,0.536178267850617,0.5081410603212104,0.1768053109699017,24.054054054054053,3.7,10
18,1,4.7,7.8,3.0163333333333333,1.6836666666666669,2.0,0.425531914893617,0.21624113475177303,-0.6000000000000001,3.6000000000000005,1.7659574468085106,2.6857142857142855,8.75,0.39166666666666666,2.0999999999999996,0.6811594202898551,0.2127659574468085,7.9,0.5949367088607594,1.702127659574468,0.14183524258919467,1.580907518912655,-1.5892079618713568,2.4505793426222815,16.382978723404253,4.7,7
17,2,6.7,9.7,4.9,1.7999999999999998,3.5,0.5223880597014925,0.208955223880597,0.9000000000000001,1.2000000000000002,1.1791044776119404,4.785714285714286,9.333333333333334,0.7444444444444445,1.0999999999999996,0.8481012658227848,0.029850746268656716,9.3,0.7204301075268816,1.3432835820895521,0.487774858660401,1.580907518912655,0.5081410603212104,0.5262001284653175,8.059701492537313,6.7,8
18,0,5.3,9.4,5.699999999999999,-0.39999999999999947,4.1,0.7735849056603773,0.30188679245283023,-0.7,0.40000000000000036,1.0754716981132075,2.3555555555555556,22.5,0.8833333333333333,1.2999999999999998,0.6883116883116883,0.1320754716981132,3.2,1.6562499999999998,1.6981132075471699,1.52559370687402,0.18793518416327093,-0.5405334507750732,1.3972978962937186,11.88679245283019,0.0,12
17,1,8.7,10.0,5.0,3.6999999999999993,4.6,0.5287356321839081,0.04597701149425288,3.4,-2.799999999999999,0.67816091954023,3.5753424657534247,14.6,0.8699999999999999,3.8,1.673076923076923,0.13793103448275862,6.040666666666667,1.4402383842842952,0.6896551724137931,-0.5500439895532181,0.8844213515379629,-1.239649791505929,1.4068384724983014,10.0,0.0,12
17,2,3.9,5.5,5.225266666666666,-1.3252666666666664,4.125266666666667,1.0577606837606839,0.2820512820512821,1.0747333333333338,1.8000000000000003,1.4615384615384617,5.7073170731707314,3.727272727272727,0.35454545454545455,1.0,0.4875,0.07692307692307693,4.5,0.8666666666666667,0.5128205128205129,-0.5500439895532181,-0.16030789952407506,1.556815571417494,-1.9119915159561407,20.512820512820515,3.9,9
16,0,7.4,10.0,3.5000000000000004,3.9,2.9000000000000004,0.39189189189189194,0.08108108108108107,1.3,1.9000000000000004,1.2567567567567568,4.933333333333334,4.7368421052631575,0.38947368421052636,2.4000000000000004,1.1212121212121213,0.17567567567567569,4.1,1.804878048780488,1.2162162162162162,-1.2419232216956309,-0.856794066898767,-0.19097528040964534,-0.8583833638875535,13.513513513513512,0.0,10
18,0,6.8,9.8,5.4,1.3999999999999995,3.4,0.5,0.29411764705882354,1.4,0.7999999999999998,1.1176470588235294,5.666666666666667,4.5,0.425,0.0,0.6799999999999999,0.25,8.7,0.7816091954022989,1.4705882352941178,0.487774858660401,0.8844213515379629,-0.8900916211405011,1.576189726239683,14.411764705882353,0.0,11
18,0,7.0,9.7,2.6,4.4,2.2,0.31428571428571433,0.05714285714285715,1.0,-5.2,0.2571428571428572,3.1578947368421053,14.777777777777779,0.7777777777777778,1.0,0.875,0.09999999999999999,6.9,1.0144927536231882,0.7142857142857143,0.8337144747316073,-0.16030789952407506,0.5081410603212104,-0.17143777271744431,10.0,0.0,8
16,1,5.8,9.1,3.8,2.0,3.3,0.5689655172413793,0.08620689655172414,1.9000000000000001,3.8999999999999995,1.6724137931034482,11.6,2.0,0.38666666666666666,1.7999999999999998,0.8055555555555555,0.12068965517241378,6.0,0.9666666666666667,1.7241379310344829,1.1796540908028137,1.2326644352253089,-1.239649791505929,2.44580905451999,15.172413793103448,5.8,8
17,2,4.1,10.0,8.4,-4.300000000000001,6.4,1.5609756097560978,0.48780487804878053,2.1999999999999997,6.9,2.682926829268293,2.05,7.5,0.25625,3.5,0.7454545454545454,0.12195121951219513,2.2,1.8636363636363633,1.9512195121951221,-1.5878628377668371,0.536178267850617,-0.5405334507750732,0.014691165816963059,16.34146341463415,0.0,12
19,2,4.9,10.0,4.2,0.7000000000000002,3.7,0.7551020408163265,0.1020408163265306,1.3,-0.7000000000000002,0.8571428571428571,3.2666666666666666,6.0,0.3266666666666667,4.6,1.1136363636363635,0.18367346938775508,6.8,0.7205882352941178,0.4081632653061224,0.487774858660401,0.18793518416327093,0.5081410603212104,-0.17028603890937444,17.551020408163264,0.0,12
